Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
166,Princeton University,3.76,Bachelors,New York City,F,N/A,0,1,3,Teaching Assistant,06/02,03/03,Senior SWE,05/03,05/05,Junior SWE,06/05,02/07
167,University of Texas at Austin,3.3,Masters,Philadelphia,F,1.0,0,0,3,Lawyer,07/03,02/04,Lawyer,02/04,12/05,Junior SWE,01/06,05/06
168,Michigan State University,2.94,Bachelors,San Diego,F,N/A,0,N/A,2,Senior SWE,11/05,12/07,Junior SWE,01/08,01/09,Lawyer,02/09,08/09
169,University of Washington,3.07,PhD,Los Angeles,F,0.0,0,1,3,ML Engineer,04/07,01/09,ML Engineer,01/09,10/11,N/A,N/A,N/A
170,University of Pennsylvania,3.69,PhD,Los Angeles,F,N/A,1,0,4,Senior SWE,12/08,12/09,Research Assistant,01/10,05/11,Research Assistant,05/11,11/12
171,University of Central Florida,2.86,Bachelors,Philadelphia,M,N/A,0,N/A,4,Junior SWE,01/01,06/03,Junior SWE,08/03,01/05,Junior SWE,02/05,08/05
172,University of Oregon,3.76,Bachelors,Phoenix,N/A,1.0,0,1,1,Teaching Assistant,12/00,04/01,ML Engineer,04/01,10/02,Junior SWE,10/02,12/04
173,University of Pittsburgh,3.45,PhD,San Antonio,M,0.0,1,1,2,Teaching Assistant,09/01,04/02,Junior Data Scientist,06/02,07/03,ML Engineer,10/03,05/04
174,University of South Carolina,3.52,PhD,Los Angeles,M,N/A,1,N/A,2,Senior Data Scientist,01/09,07/11,Research Assistant,08/11,12/12,N/A,N/A,N/A
175,Texas A&M University,2.73,Bachelors,San Antonio,F,1.0,1,0,3,Junior SWE,06/09,05/11,Junior SWE,05/11,01/13,Research Assistant,03/13,04/14
176,University of Michigan,2.8,Masters,San Diego,F,1.0,1,0,1,Senior Data Scientist,06/07,09/07,Senior Data Scientist,12/07,07/10,Research Assistant,10/10,05/12
177,University of Chicago,3.14,PhD,Chicago,M,N/A,0,1,2,Junior SWE,06/02,02/05,Teaching Assistant,05/05,06/07,ML Engineer,08/07,12/07
178,Boston University,2.38,PhD,New York City,M,N/A,1,0,4,Senior SWE,08/05,02/07,ML Engineer,04/07,08/09,Senior Data Scientist,11/09,05/12
179,Boston University,3.1,Bachelors,San Diego,M,0.0,1,0,4,Junior SWE,10/01,01/04,Junior Data Scientist,04/04,03/05,Junior SWE,04/05,11/06
180,University of Pittsburgh,2.14,PhD,Houston,M,N/A,0,N/A,0,Senior SWE,03/00,08/00,Senior Data Scientist,09/00,06/02,Lawyer,06/02,03/05
181,University of Oklahoma,3.0,Masters,San Jose,N/A,1.0,0,N/A,2,Senior SWE,07/08,01/09,N/A,N/A,N/A,N/A,N/A,N/A
182,Pennsylvania State University,3.52,Masters,New York City,N/A,0.0,1,0,3,Teaching Assistant,06/01,01/02,N/A,N/A,N/A,N/A,N/A,N/A
183,University of New Mexico,2.55,Bachelors,San Antonio,F,0.0,1,1,1,Teaching Assistant,01/01,08/02,Teaching Assistant,09/02,05/05,Teaching Assistant,06/05,01/08
184,University of Chicago,3.97,Bachelors,Phoenix,N/A,N/A,1,N/A,0,Senior Data Scientist,09/01,02/04,Senior Data Scientist,04/04,03/06,Senior Data Scientist,06/06,08/07
185,New York University (NYU),3.36,Masters,Houston,M,1.0,1,1,3,Research Assistant,09/06,09/07,Senior Data Scientist,09/07,09/08,Senior Data Scientist,12/08,09/09
186,Vanderbilt University,2.23,Masters,Houston,F,N/A,1,N/A,3,Senior SWE,10/06,05/07,N/A,N/A,N/A,N/A,N/A,N/A
187,Indiana University Bloomington,3.95,Bachelors,Philadelphia,M,1.0,0,0,1,Senior SWE,07/02,12/03,Junior SWE,02/04,11/04,Teaching Assistant,01/05,05/07
188,University of North Carolina at Chapel Hill,2.78,PhD,New York City,M,0.0,1,N/A,0,Junior SWE,10/08,10/10,ML Engineer,10/10,07/12,Teaching Assistant,08/12,05/13
189,University of Michigan,3.58,Masters,Houston,N/A,1.0,0,N/A,4,Senior SWE,10/03,12/05,Lawyer,02/06,07/07,Junior Data Scientist,07/07,10/08
190,University of Miami,2.67,Masters,San Jose,N/A,N/A,0,0,3,Lawyer,07/09,04/11,ML Engineer,04/11,01/14,Senior Data Scientist,02/14,05/14
191,Boston University,3.87,Bachelors,San Antonio,N/A,N/A,1,0,2,Teaching Assistant,01/09,09/11,N/A,N/A,N/A,N/A,N/A,N/A
192,Cornell University,3.5,PhD,San Jose,M,N/A,0,0,3,Junior SWE,05/07,10/08,Lawyer,11/08,05/09,Senior SWE,06/09,11/10
193,University of North Carolina at Chapel Hill,2.39,PhD,Phoenix,F,1.0,0,0,3,Junior Data Scientist,01/00,07/01,ML Engineer,08/01,04/04,Senior Data Scientist,05/04,01/05
194,Florida State University,3.01,PhD,Los Angeles,F,0.0,0,0,1,Junior SWE,05/05,10/06,Junior SWE,10/06,09/08,Lawyer,10/08,12/10
195,University of Florida,3.0,Bachelors,New York City,M,N/A,1,0,3,Junior Data Scientist,11/01,11/02,Senior SWE,12/02,05/04,Lawyer,07/04,12/04
196,Indiana University Bloomington,2.09,Masters,Dallas,F,0.0,0,N/A,3,Teaching Assistant,10/09,02/11,Senior Data Scientist,02/11,07/13,Senior SWE,08/13,08/14
197,University of Massachusetts Amherst,2.27,Bachelors,Los Angeles,N/A,N/A,1,1,0,Lawyer,11/02,08/04,N/A,N/A,N/A,N/A,N/A,N/A
198,California Institute of Technology (Caltech),2.66,Masters,Houston,F,1.0,1,1,0,Junior Data Scientist,06/04,04/05,Senior SWE,06/05,03/07,ML Engineer,04/07,01/09
199,University of Hawaii at Manoa,2.94,PhD,San Diego,N/A,1.0,0,0,3,Senior Data Scientist,01/09,03/11,Senior Data Scientist,04/11,03/12,Senior Data Scientist,05/12,04/14
200,Arizona State University,2.91,PhD,Dallas,M,N/A,0,1,2,Junior Data Scientist,03/00,08/00,Teaching Assistant,08/00,07/02,Senior Data Scientist,08/02,10/03
201,Iowa State University,3.21,Masters,Los Angeles,F,1.0,1,0,0,Senior Data Scientist,01/05,07/07,Senior Data Scientist,07/07,11/09,Lawyer,01/10,01/12
202,University of Central Florida,3.03,PhD,New York City,N/A,0.0,1,0,0,ML Engineer,03/05,08/06,Teaching Assistant,10/06,09/08,Senior Data Scientist,11/08,07/10
203,Arizona State University,2.65,Bachelors,San Jose,F,1.0,0,0,4,ML Engineer,02/05,11/06,Lawyer,12/06,12/08,Lawyer,02/09,08/11
204,Duke University,3.22,Masters,San Jose,M,0.0,1,N/A,2,Research Assistant,10/05,04/06,Research Assistant,04/06,09/07,Senior SWE,10/07,12/08
205,University of Minnesota Twin Cities,2.32,Bachelors,Dallas,F,0.0,1,N/A,4,Senior Data Scientist,04/03,12/05,Junior Data Scientist,02/06,10/06,Senior Data Scientist,01/07,07/08
206,University of Washington,3.98,PhD,Dallas,F,1.0,1,0,1,Lawyer,09/02,04/03,ML Engineer,05/03,12/05,Teaching Assistant,02/06,10/07
207,New York University (NYU),3.47,PhD,New York City,M,N/A,0,1,2,Lawyer,03/00,11/01,ML Engineer,12/01,05/03,Lawyer,08/03,05/05
208,California Institute of Technology (Caltech),2.59,Bachelors,San Antonio,F,N/A,0,0,3,Teaching Assistant,08/01,08/02,Senior Data Scientist,10/02,03/04,ML Engineer,04/04,06/05
209,Emory University,2.67,PhD,Los Angeles,N/A,0.0,0,N/A,0,Senior Data Scientist,07/08,05/09,ML Engineer,08/09,11/10,Junior SWE,01/11,03/12
210,University of Hawaii at Manoa,3.65,Masters,Phoenix,M,N/A,1,N/A,1,Junior Data Scientist,01/06,09/06,ML Engineer,10/06,04/07,Junior SWE,06/07,11/09
211,University of Virginia,3.06,Masters,New York City,N/A,N/A,0,N/A,0,Senior Data Scientist,10/03,11/04,Senior SWE,12/04,01/06,ML Engineer,01/06,02/07
212,University of South Carolina,3.41,Bachelors,Chicago,F,0.0,0,N/A,1,Junior Data Scientist,01/05,06/07,Teaching Assistant,07/07,05/09,Junior Data Scientist,07/09,05/11
213,University of Miami,2.59,Bachelors,Philadelphia,M,1.0,1,1,3,Teaching Assistant,06/03,11/03,Research Assistant,12/03,01/06,Junior Data Scientist,04/06,03/08
214,Boston University,3.63,PhD,Chicago,N/A,1.0,0,0,4,Senior SWE,01/06,12/06,Junior SWE,12/06,05/08,ML Engineer,06/08,08/09
215,Iowa State University,2.73,Bachelors,Philadelphia,F,N/A,0,0,2,Senior Data Scientist,09/08,03/11,Research Assistant,06/11,12/11,Lawyer,01/12,09/13
216,University of Hawaii at Manoa,3.34,PhD,Chicago,M,1.0,0,0,0,Research Assistant,11/01,09/02,Teaching Assistant,09/02,04/04,N/A,N/A,N/A
217,University of Arizona,3.95,Masters,Phoenix,N/A,N/A,1,0,2,Research Assistant,10/06,03/07,N/A,N/A,N/A,N/A,N/A,N/A
218,University of Oklahoma,3.16,Masters,San Diego,F,0.0,1,N/A,1,Senior Data Scientist,12/04,08/06,Junior SWE,10/06,12/07,Lawyer,01/08,01/09
219,Northwestern University,3.59,Masters,Los Angeles,N/A,1.0,0,N/A,4,Junior Data Scientist,03/06,07/07,ML Engineer,10/07,07/08,Senior SWE,09/08,11/09
220,Brown University,3.45,Masters,San Antonio,F,0.0,0,1,3,Junior Data Scientist,01/09,12/10,Lawyer,12/10,11/12,N/A,N/A,N/A
221,Iowa State University,3.37,Bachelors,New York City,F,1.0,1,0,1,Research Assistant,12/03,02/05,Teaching Assistant,04/05,11/05,Senior SWE,02/06,06/08
222,University of Oregon,2.05,Masters,Philadelphia,N/A,N/A,0,0,3,Research Assistant,04/06,08/07,Junior Data Scientist,09/07,02/10,ML Engineer,03/10,08/12
223,University of Massachusetts Amherst,2.94,PhD,San Antonio,F,1.0,1,1,2,Senior SWE,01/02,12/02,Teaching Assistant,02/03,09/04,Teaching Assistant,11/04,07/06
224,University of Missouri,3.93,PhD,New York City,F,N/A,1,1,0,Junior SWE,06/09,07/10,N/A,N/A,N/A,N/A,N/A,N/A
225,California Institute of Technology (Caltech),3.56,Masters,Los Angeles,F,N/A,0,0,3,Junior Data Scientist,11/05,07/06,Senior Data Scientist,08/06,10/07,ML Engineer,11/07,06/10
226,University of Utah,3.55,Bachelors,Chicago,N/A,1.0,1,1,4,Lawyer,02/03,03/04,Teaching Assistant,04/04,07/04,Lawyer,10/04,09/06
227,University of Colorado Boulder,3.15,Masters,San Diego,F,1.0,0,0,0,Senior SWE,04/02,06/04,Junior Data Scientist,06/04,08/06,Lawyer,09/06,04/07
228,Indiana University Bloomington,3.44,Masters,San Antonio,F,1.0,1,0,1,Teaching Assistant,10/01,04/03,N/A,N/A,N/A,N/A,N/A,N/A
229,Northwestern University,3.16,PhD,New York City,N/A,1.0,0,1,0,Teaching Assistant,03/09,03/10,Research Assistant,05/10,07/12,Senior SWE,09/12,03/15
230,Iowa State University,2.34,Masters,San Antonio,M,0.0,1,0,4,Lawyer,09/04,02/05,Junior Data Scientist,03/05,07/07,Junior SWE,10/07,05/08
231,Yale University,3.25,Masters,New York City,M,0.0,0,1,2,Lawyer,11/07,06/08,ML Engineer,07/08,01/10,N/A,N/A,N/A
232,University of Michigan,3.23,Masters,Houston,M,1.0,1,N/A,0,Research Assistant,07/01,09/02,Senior SWE,10/02,07/04,Senior Data Scientist,09/04,04/07
233,University of Utah,3.68,Bachelors,Chicago,N/A,N/A,0,N/A,1,Senior SWE,07/03,12/04,ML Engineer,03/05,07/07,Junior SWE,08/07,02/10
234,Pennsylvania State University,2.29,Bachelors,Dallas,F,N/A,1,0,0,Junior SWE,06/01,09/03,Junior Data Scientist,10/03,12/04,N/A,N/A,N/A
235,University of Texas at Austin,3.36,Bachelors,San Antonio,N/A,1.0,0,N/A,4,Senior SWE,03/04,10/06,Junior SWE,11/06,05/08,N/A,N/A,N/A
236,University of Pennsylvania,2.06,PhD,Dallas,M,0.0,1,N/A,2,Junior Data Scientist,11/08,04/10,Senior Data Scientist,06/10,04/12,Junior Data Scientist,07/12,01/14
237,Virginia Tech,3.89,Masters,New York City,N/A,1.0,1,N/A,4,Junior Data Scientist,06/03,01/05,Junior SWE,02/05,05/06,Senior SWE,08/06,10/08
238,University of North Carolina at Chapel Hill,2.21,PhD,Dallas,F,1.0,1,1,4,Junior Data Scientist,10/00,10/02,ML Engineer,12/02,07/03,Junior SWE,08/03,01/04
239,University of Utah,2.03,Bachelors,San Antonio,M,N/A,1,0,0,Junior Data Scientist,01/08,12/08,Senior SWE,02/09,08/11,Senior Data Scientist,10/11,08/13
240,University of Iowa,2.62,PhD,Chicago,F,1.0,0,1,3,ML Engineer,04/01,11/02,Lawyer,01/03,08/04,Junior Data Scientist,10/04,04/05
241,Boston University,2.3,PhD,Houston,F,N/A,0,1,0,Junior Data Scientist,06/06,12/08,Research Assistant,01/09,08/11,Research Assistant,09/11,02/12
242,University of Utah,3.38,Bachelors,San Jose,F,N/A,0,N/A,1,Junior Data Scientist,09/05,12/06,Senior SWE,12/06,10/08,N/A,N/A,N/A
243,Ohio State University,2.82,Bachelors,New York City,F,N/A,0,1,1,Junior SWE,04/09,01/11,N/A,N/A,N/A,N/A,N/A,N/A
244,University of Central Florida,3.54,PhD,Houston,M,0.0,0,N/A,4,ML Engineer,06/01,12/02,Teaching Assistant,01/03,10/03,Senior Data Scientist,10/03,10/04
245,Carnegie Mellon University,3.84,PhD,Dallas,F,N/A,0,N/A,4,ML Engineer,10/02,06/05,Lawyer,09/05,05/06,Teaching Assistant,07/06,01/09
246,University of Delaware,3.74,PhD,Philadelphia,F,N/A,0,0,2,ML Engineer,08/00,05/02,Junior SWE,07/02,04/03,Teaching Assistant,07/03,01/05
247,University of Texas at Austin,3.47,PhD,Los Angeles,N/A,0.0,0,1,2,Research Assistant,03/09,11/11,Junior Data Scientist,11/11,12/13,Senior SWE,03/14,03/16
248,New York University (NYU),2.12,Masters,Philadelphia,M,1.0,0,N/A,4,Junior SWE,07/09,11/09,N/A,N/A,N/A,N/A,N/A,N/A
249,Pennsylvania State University,2.27,Masters,Phoenix,M,1.0,0,0,3,Junior Data Scientist,08/07,02/08,N/A,N/A,N/A,N/A,N/A,N/A
250,Dartmouth College,2.41,PhD,San Jose,F,1.0,1,1,4,Junior Data Scientist,02/02,11/04,Teaching Assistant,12/04,05/06,ML Engineer,05/06,02/07
251,Rice University,2.65,PhD,New York City,M,N/A,0,1,0,Lawyer,06/01,06/03,Junior Data Scientist,07/03,06/04,Junior SWE,09/04,11/06
252,University of Missouri,3.32,Masters,Chicago,M,N/A,0,0,0,Junior Data Scientist,02/03,03/04,Senior SWE,04/04,08/05,Teaching Assistant,11/05,10/07
253,Princeton University,3.05,PhD,Philadelphia,F,N/A,0,N/A,4,Senior Data Scientist,07/07,12/08,Junior SWE,12/08,10/09,ML Engineer,11/09,04/11
254,University of Miami,2.62,Bachelors,Houston,N/A,0.0,1,N/A,0,Research Assistant,12/06,07/09,Lawyer,10/09,01/12,Senior Data Scientist,03/12,06/13
255,University of Hawaii at Manoa,2.34,Masters,Houston,F,1.0,1,0,0,Senior Data Scientist,01/04,07/06,N/A,N/A,N/A,N/A,N/A,N/A
256,University of Hawaii at Manoa,3.82,Masters,Los Angeles,N/A,1.0,1,0,2,Junior Data Scientist,05/04,02/05,Junior SWE,03/05,07/06,Lawyer,08/06,07/07
257,Princeton University,2.68,Bachelors,Houston,M,0.0,1,N/A,4,ML Engineer,08/04,10/05,Lawyer,11/05,11/07,Lawyer,01/08,10/08
258,University of Washington,2.7,PhD,Houston,N/A,N/A,1,N/A,4,Teaching Assistant,02/07,08/08,Research Assistant,09/08,07/09,N/A,N/A,N/A
259,University of Virginia,3.54,Masters,San Antonio,F,0.0,0,1,4,Junior Data Scientist,06/01,12/03,Junior Data Scientist,01/04,09/06,Junior Data Scientist,11/06,01/09
260,University of Central Florida,3.44,Bachelors,Chicago,N/A,1.0,0,N/A,1,Research Assistant,01/04,05/06,Senior Data Scientist,06/06,05/08,Senior SWE,07/08,02/09
261,Virginia Tech,3.28,PhD,San Jose,F,N/A,1,1,1,Senior SWE,03/08,12/08,Lawyer,12/08,05/10,Senior SWE,07/10,02/13
262,Purdue University,3.38,Bachelors,Philadelphia,F,1.0,0,0,1,ML Engineer,03/07,01/09,Junior SWE,03/09,06/11,N/A,N/A,N/A
263,Georgetown University,3.22,Masters,Dallas,F,N/A,0,N/A,0,Senior SWE,08/06,02/07,Lawyer,04/07,07/09,Junior Data Scientist,10/09,10/11
264,Northwestern University,2.38,PhD,San Antonio,N/A,N/A,0,N/A,2,ML Engineer,07/09,03/10,Teaching Assistant,04/10,02/11,Lawyer,02/11,01/13
265,University of Houston,2.49,PhD,Dallas,M,N/A,1,0,4,Senior SWE,05/00,08/01,Research Assistant,09/01,09/02,Senior Data Scientist,09/02,07/03
266,University of Delaware,3.11,PhD,Dallas,N/A,1.0,1,1,2,Lawyer,09/03,11/05,Junior Data Scientist,11/05,06/07,ML Engineer,06/07,07/09
267,University of Georgia,2.44,Masters,Dallas,F,1.0,0,0,3,Research Assistant,04/03,06/04,Lawyer,07/04,08/06,ML Engineer,10/06,03/07
268,University of Hawaii at Manoa,3.94,PhD,New York City,F,0.0,1,N/A,4,Junior SWE,07/02,09/03,Research Assistant,10/03,06/05,N/A,N/A,N/A
269,University of Tennessee Knoxville,2.59,PhD,Philadelphia,N/A,1.0,1,1,4,Senior SWE,02/05,12/05,Senior Data Scientist,02/06,11/08,Research Assistant,01/09,10/11
270,Harvard University,2.57,PhD,Chicago,F,1.0,0,N/A,4,Senior Data Scientist,05/06,10/08,Junior SWE,01/09,08/10,Teaching Assistant,10/10,03/13
271,Texas A&M University,2.41,Bachelors,Los Angeles,F,0.0,1,0,4,Junior SWE,07/05,12/06,Senior SWE,02/07,11/07,Research Assistant,12/07,12/08
272,Dartmouth College,3.4,Bachelors,Dallas,F,1.0,1,0,2,Junior Data Scientist,11/00,10/02,N/A,N/A,N/A,N/A,N/A,N/A
273,Michigan State University,2.63,Bachelors,San Antonio,F,1.0,1,1,1,Teaching Assistant,12/01,06/02,Junior SWE,08/02,10/03,ML Engineer,11/03,07/04
274,University of Central Florida,2.69,Bachelors,New York City,F,0.0,1,N/A,2,Junior Data Scientist,01/01,06/03,Research Assistant,08/03,10/05,Junior Data Scientist,10/05,07/06
275,University of Pennsylvania,3.86,PhD,Houston,N/A,N/A,1,0,0,Senior Data Scientist,06/06,05/08,Junior SWE,06/08,10/08,Research Assistant,11/08,01/11
276,Columbia University,3.59,PhD,San Jose,N/A,1.0,0,0,2,Research Assistant,07/07,06/08,Lawyer,09/08,01/10,Senior Data Scientist,04/10,01/11
277,Columbia University,2.54,Bachelors,San Antonio,N/A,1.0,0,N/A,1,Junior SWE,04/00,08/02,Teaching Assistant,09/02,06/03,ML Engineer,07/03,05/05
278,University of Arizona,2.24,PhD,San Antonio,F,0.0,1,N/A,1,Senior Data Scientist,09/02,12/02,Lawyer,02/03,05/05,Research Assistant,06/05,08/07
279,Cornell University,3.35,Masters,Chicago,M,1.0,1,0,1,Junior SWE,05/05,08/07,Senior Data Scientist,10/07,04/08,ML Engineer,05/08,08/08
280,University of Georgia,2.75,Bachelors,Chicago,M,0.0,1,1,4,Junior Data Scientist,06/08,12/09,N/A,N/A,N/A,N/A,N/A,N/A
281,University of Oklahoma,3.96,Masters,Los Angeles,N/A,1.0,1,0,0,Junior Data Scientist,12/06,08/09,Lawyer,11/09,12/10,ML Engineer,02/11,10/11
282,Carnegie Mellon University,3.63,PhD,San Jose,F,0.0,0,N/A,2,Teaching Assistant,07/01,11/02,Teaching Assistant,12/02,11/04,Senior SWE,12/04,01/07
283,University of Alabama,3.9,Bachelors,San Jose,M,0.0,1,1,1,Junior SWE,02/08,10/08,Senior Data Scientist,11/08,10/10,ML Engineer,10/10,01/13
284,University of Virginia,3.6,PhD,Houston,N/A,1.0,0,1,4,Teaching Assistant,10/00,03/01,Research Assistant,04/01,08/01,Junior Data Scientist,10/01,04/04
285,University of Minnesota Twin Cities,2.58,Bachelors,Philadelphia,M,N/A,0,0,4,Lawyer,06/08,06/10,Senior SWE,06/10,12/10,ML Engineer,02/11,04/12
286,Rutgers University,2.57,Bachelors,Chicago,N/A,0.0,0,0,4,Senior Data Scientist,11/00,04/02,ML Engineer,06/02,07/04,Teaching Assistant,08/04,12/06
287,Arizona State University,3.42,Bachelors,Los Angeles,M,0.0,0,0,4,Junior SWE,04/08,07/10,Junior Data Scientist,09/10,04/13,Junior SWE,06/13,02/14
288,University of Chicago,2.69,PhD,Philadelphia,F,1.0,0,1,3,ML Engineer,10/07,03/10,Teaching Assistant,04/10,09/11,Teaching Assistant,10/11,04/13
289,Boston University,2.88,Masters,Dallas,M,1.0,0,N/A,4,ML Engineer,09/03,12/03,Senior Data Scientist,01/04,04/06,Junior SWE,06/06,07/07
290,Cornell University,2.51,PhD,Dallas,N/A,1.0,0,N/A,0,Junior Data Scientist,12/02,10/04,Lawyer,11/04,10/05,Junior Data Scientist,11/05,07/07
291,Harvard University,2.95,Masters,Houston,F,0.0,1,1,2,Lawyer,07/06,11/08,Lawyer,11/08,03/09,N/A,N/A,N/A
292,University of Kentucky,2.4,PhD,San Diego,M,N/A,1,0,3,Junior Data Scientist,10/08,01/10,Research Assistant,01/10,08/11,N/A,N/A,N/A
293,University of Alabama,3.07,Bachelors,Philadelphia,N/A,1.0,0,N/A,1,Lawyer,01/07,10/08,Senior Data Scientist,10/08,10/10,Junior Data Scientist,01/11,05/13
294,University of Virginia,3.86,PhD,Los Angeles,F,0.0,0,1,2,Research Assistant,05/05,04/07,Senior Data Scientist,04/07,01/08,N/A,N/A,N/A
295,University of Kansas,3.39,Masters,San Jose,M,N/A,0,0,2,Senior SWE,09/08,06/11,Senior Data Scientist,08/11,02/13,Senior Data Scientist,03/13,01/14
296,University of Massachusetts Amherst,2.27,PhD,San Jose,N/A,N/A,1,0,2,ML Engineer,06/05,09/07,ML Engineer,11/07,11/08,Senior SWE,12/08,07/09
297,Boston University,3.23,Masters,Los Angeles,F,1.0,1,0,1,Junior SWE,05/05,11/05,N/A,N/A,N/A,N/A,N/A,N/A
298,Harvard University,3.17,Bachelors,San Jose,F,N/A,0,1,2,Junior Data Scientist,11/09,06/10,Teaching Assistant,08/10,02/13,ML Engineer,05/13,03/14
299,Yale University,2.48,Bachelors,San Jose,M,0.0,1,N/A,1,Junior Data Scientist,12/02,07/03,Junior Data Scientist,09/03,04/04,Senior Data Scientist,04/04,12/04
300,Virginia Tech,3.33,PhD,Houston,F,N/A,0,1,1,Junior SWE,01/00,07/01,Junior Data Scientist,08/01,09/03,Senior SWE,09/03,09/04
301,Rutgers University,3.06,Bachelors,Philadelphia,F,N/A,0,0,2,Research Assistant,08/07,04/08,Senior SWE,05/08,07/09,Senior SWE,10/09,01/10
302,University of Massachusetts Amherst,3.27,Bachelors,San Jose,F,N/A,1,1,0,ML Engineer,01/01,07/02,N/A,N/A,N/A,N/A,N/A,N/A
303,University of Houston,2.1,Masters,Los Angeles,N/A,N/A,1,N/A,4,Senior SWE,03/03,09/03,Junior Data Scientist,12/03,10/04,Research Assistant,10/04,06/06
304,University of Utah,2.82,Masters,Houston,M,N/A,0,N/A,2,Senior Data Scientist,07/05,08/06,Junior Data Scientist,10/06,06/08,Teaching Assistant,06/08,01/11
305,Johns Hopkins University,3.43,PhD,Dallas,M,1.0,1,N/A,2,Junior Data Scientist,07/00,10/02,Senior SWE,12/02,03/05,ML Engineer,03/05,05/07
306,University of Pennsylvania,2.2,Masters,San Diego,N/A,0.0,0,0,0,Teaching Assistant,01/03,09/03,Teaching Assistant,11/03,08/05,Junior SWE,10/05,08/06
307,Dartmouth College,3.54,Bachelors,San Diego,N/A,N/A,1,1,0,Senior SWE,01/03,11/03,Lawyer,12/03,04/05,Junior SWE,06/05,06/06
308,Rutgers University,2.01,PhD,Dallas,F,1.0,1,N/A,0,Senior Data Scientist,04/01,12/02,Junior SWE,12/02,11/04,Senior Data Scientist,01/05,09/07
309,Louisiana State University (LSU),3.1,PhD,Phoenix,M,N/A,0,0,2,Research Assistant,05/08,01/09,Lawyer,03/09,04/10,N/A,N/A,N/A
310,Indiana University Bloomington,3.85,Masters,Phoenix,N/A,0.0,0,0,3,ML Engineer,01/00,08/01,Research Assistant,10/01,07/02,ML Engineer,07/02,06/03
311,Rutgers University,2.81,Masters,Phoenix,N/A,0.0,1,0,1,Junior SWE,11/07,11/08,ML Engineer,11/08,03/10,Senior SWE,04/10,09/11
312,University of Washington,3.87,Bachelors,San Jose,F,0.0,0,1,4,Junior SWE,09/01,04/03,N/A,N/A,N/A,N/A,N/A,N/A
313,University of North Carolina at Chapel Hill,3.75,Masters,Dallas,N/A,0.0,1,0,3,Teaching Assistant,04/09,09/10,Junior SWE,11/10,01/12,Teaching Assistant,01/12,06/12
314,University of Chicago,2.95,Bachelors,San Jose,F,0.0,0,0,3,Research Assistant,02/09,07/11,Lawyer,09/11,08/13,Research Assistant,10/13,07/14
315,University of South Carolina,2.39,Bachelors,Chicago,F,0.0,0,1,3,Junior Data Scientist,12/04,06/06,N/A,N/A,N/A,N/A,N/A,N/A
316,Virginia Tech,3.92,PhD,San Diego,N/A,1.0,1,1,2,Junior SWE,04/06,06/07,Senior Data Scientist,08/07,03/09,Junior Data Scientist,04/09,01/11
317,University of Southern California (USC),2.64,Bachelors,Los Angeles,F,0.0,0,N/A,0,Junior Data Scientist,10/04,07/06,Senior Data Scientist,08/06,11/07,Junior Data Scientist,11/07,11/09
318,University of Iowa,3.29,PhD,Los Angeles,F,N/A,0,1,4,ML Engineer,04/08,01/10,Junior Data Scientist,02/10,07/11,N/A,N/A,N/A
319,Northwestern University,3.81,Masters,San Diego,F,1.0,0,0,1,ML Engineer,03/05,07/05,Senior SWE,08/05,12/06,N/A,N/A,N/A
320,University of Central Florida,2.17,PhD,San Antonio,F,0.0,0,0,2,Junior Data Scientist,09/07,08/08,Lawyer,10/08,05/09,ML Engineer,06/09,10/10
